SMILES_Solute,Temperature_K,Solvent,SMILES_Solvent,Solubility(mole_fraction),Solubility(mol/L),LogS(mol/L),Compound_Name,CAS,PubChem_CID,FDA_Approved,Source
O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,313.2,ethanol,CCO,0.0008220100000000001,0.013786236414900649,-1.8605542782278446,Chrysin,480-40-0,5281607,No,10.1016/j.molliq.2020.115180
O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,318.2,ethanol,CCO,0.0009026500000000001,0.01505421723100658,-1.8223418214260465,Chrysin,480-40-0,5281607,No,10.1016/j.molliq.2020.115180
O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,323.2,ethanol,CCO,0.00113171,0.018771309751853812,-1.7265054238007145,Chrysin,480-40-0,5281607,No,10.1016/j.molliq.2020.115180
O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,328.2,ethanol,CCO,0.0014365299999999999,0.02369809813289517,-1.625286506459591,Chrysin,480-40-0,5281607,No,10.1016/j.molliq.2020.115180
O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,333.2,ethanol,CCO,0.0017088000000000001,0.02803502087401995,-1.5522991162029647,Chrysin,480-40-0,5281607,No,10.1016/j.molliq.2020.115180
NS(=O)(=O)Cc1noc2ccccc12,278.15,ethanol,CCO,0.001388,0.024215923342240344,-1.6158989668489194,Zonisamide,68291-97-4,5734,Yes,10.1016/j.molliq.2020.115219
NS(=O)(=O)Cc1noc2ccccc12,283.15,ethanol,CCO,0.001616,0.02802335342021413,-1.5524798960041162,Zonisamide,68291-97-4,5734,Yes,10.1016/j.molliq.2020.115219
NS(=O)(=O)Cc1noc2ccccc12,288.15,ethanol,CCO,0.0018540000000000002,0.03198485071745861,-1.4950556719195394,Zonisamide,68291-97-4,5734,Yes,10.1016/j.molliq.2020.115219
NS(=O)(=O)Cc1noc2ccccc12,293.15,ethanol,CCO,0.002145,0.03684094072510317,-1.4336692887220641,Zonisamide,68291-97-4,5734,Yes,10.1016/j.molliq.2020.115219
NS(=O)(=O)Cc1noc2ccccc12,298.15,ethanol,CCO,0.002447,0.04182121928640613,-1.3786033095948935,Zonisamide,68291-97-4,5734,Yes,10.1016/j.molliq.2020.115219
NS(=O)(=O)Cc1noc2ccccc12,303.15,ethanol,CCO,0.0027919999999999998,0.04745875024517148,-1.3236837024602748,Zonisamide,68291-97-4,5734,Yes,10.1016/j.molliq.2020.115219
NS(=O)(=O)Cc1noc2ccccc12,308.15,ethanol,CCO,0.003159,0.05340728183793064,-1.2723995248735411,Zonisamide,68291-97-4,5734,Yes,10.1016/j.molliq.2020.115219
NS(=O)(=O)Cc1noc2ccccc12,313.15,ethanol,CCO,0.003558,0.05984890149634502,-1.2229438164932254,Zonisamide,68291-97-4,5734,Yes,10.1016/j.molliq.2020.115219
NS(=O)(=O)Cc1noc2ccccc12,318.15,ethanol,CCO,0.003995,0.0668358897546594,-1.1749902660161973,Zonisamide,68291-97-4,5734,Yes,10.1016/j.molliq.2020.115219
NS(=O)(=O)Cc1noc2ccccc12,323.15,ethanol,CCO,0.0044599999999999996,0.07421739740200288,-1.1294942792214941,Zonisamide,68291-97-4,5734,Yes,10.1016/j.molliq.2020.115219
CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,293.2,ethanol,CCO,0.00235,0.04036668613782057,-1.3939769020915733,Ketoconazole,65277-42-1,456201,No,10.1016/j.molliq.2021.115287
CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,298.2,ethanol,CCO,0.00299,0.05110871391670168,-1.2915050473544307,Ketoconazole,65277-42-1,456201,No,10.1016/j.molliq.2021.115287
CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,303.2,ethanol,CCO,0.00361,0.061401291527682735,-1.2118224937212636,Ketoconazole,65277-42-1,456201,No,10.1016/j.molliq.2021.115287
CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,308.2,ethanol,CCO,0.00438,0.07413835538286308,-1.1299570521892373,Ketoconazole,65277-42-1,456201,No,10.1016/j.molliq.2021.115287
CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,313.2,ethanol,CCO,0.0052699999999999995,0.08878035532681566,-1.051683121124501,Ketoconazole,65277-42-1,456201,No,10.1016/j.molliq.2021.115287
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,298.2,ethanol,CCO,0.00011,0.0018748379628882863,-2.727036261197284,Rifampicin,13292-46-1,135550179,Yes,10.1016/j.molliq.2021.115432
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,303.2,ethanol,CCO,0.00016,0.0027119965949241208,-2.566710860087641,Rifampicin,13292-46-1,135550179,Yes,10.1016/j.molliq.2021.115432
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,308.2,ethanol,CCO,0.00022999999999999998,0.0038769498625884427,-2.4115098153306724,Rifampicin,13292-46-1,135550179,Yes,10.1016/j.molliq.2021.115432
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,313.2,ethanol,CCO,0.00036,0.006034903841953808,-2.219329645407817,Rifampicin,13292-46-1,135550179,Yes,10.1016/j.molliq.2021.115432
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,318.2,ethanol,CCO,0.00053,0.008835938935484025,-2.0537472941670543,Rifampicin,13292-46-1,135550179,Yes,10.1016/j.molliq.2021.115432
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,278.15,ethanol,CCO,0.000289,0.005036533414169187,-2.2978682804381947,Nimesulide,51803-78-2,4495,Yes,10.1016/j.molliq.2021.115480
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,283.15,ethanol,CCO,0.000369,0.006390914543457332,-2.194436989610426,Nimesulide,51803-78-2,4495,Yes,10.1016/j.molliq.2021.115480
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,288.15,ethanol,CCO,0.000492,0.008476322991516138,-2.071792502791758,Nimesulide,51803-78-2,4495,Yes,10.1016/j.molliq.2021.115480
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,293.15,ethanol,CCO,0.0006429999999999999,0.011027096283684461,-1.9575388333434898,Nimesulide,51803-78-2,4495,Yes,10.1016/j.molliq.2021.115480
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,298.15,ethanol,CCO,0.000833,0.014213650081438411,-1.8472943804351,Nimesulide,51803-78-2,4495,Yes,10.1016/j.molliq.2021.115480
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,303.15,ethanol,CCO,0.00107,0.018156634831899447,-1.7409646409120632,Nimesulide,51803-78-2,4495,Yes,10.1016/j.molliq.2021.115480
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,308.15,ethanol,CCO,0.001341,0.022630195145696325,-1.6453117010018041,Nimesulide,51803-78-2,4495,Yes,10.1016/j.molliq.2021.115480
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,313.15,ethanol,CCO,0.0017000000000000001,0.02854237546104819,-1.544509885226484,Nimesulide,51803-78-2,4495,Yes,10.1016/j.molliq.2021.115480
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,318.15,ethanol,CCO,0.002072,0.034597523399443726,-1.4609549882722825,Nimesulide,51803-78-2,4495,Yes,10.1016/j.molliq.2021.115480
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,323.15,ethanol,CCO,0.0027900000000000004,0.04634972424831108,-1.3339528452906408,Nimesulide,51803-78-2,4495,Yes,10.1016/j.molliq.2021.115480
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,278.15,ethanol,CCO,0.03358,0.6053731157489948,-0.21797686970437613,Flutamide,13311-84-7,3397,Yes,10.1016/j.molliq.2021.115559
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,283.15,ethanol,CCO,0.04062,0.7330365312804101,-0.13487438151417414,Flutamide,13311-84-7,3397,Yes,10.1016/j.molliq.2021.115559
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,288.15,ethanol,CCO,0.05027,0.9114595454197524,-0.040262602478958444,Flutamide,13311-84-7,3397,Yes,10.1016/j.molliq.2021.115559
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,293.15,ethanol,CCO,0.058589999999999996,1.0666342952444565,0.028015543340833997,Flutamide,13311-84-7,3397,Yes,10.1016/j.molliq.2021.115559
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,298.15,ethanol,CCO,0.06986,1.2804981639791764,0.10737896009903342,Flutamide,13311-84-7,3397,Yes,10.1016/j.molliq.2021.115559
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,303.15,ethanol,CCO,0.08298,1.5338442420905227,0.1857812603723757,Flutamide,13311-84-7,3397,Yes,10.1016/j.molliq.2021.115559
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,308.15,ethanol,CCO,0.0979,1.8289622866779918,0.2622047503881139,Flutamide,13311-84-7,3397,Yes,10.1016/j.molliq.2021.115559
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,313.15,ethanol,CCO,0.1155,2.1887008747576155,0.3401864114907637,Flutamide,13311-84-7,3397,Yes,10.1016/j.molliq.2021.115559
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,318.15,ethanol,CCO,0.13540000000000002,2.6095036105990466,0.4165579020966938,Flutamide,13311-84-7,3397,Yes,10.1016/j.molliq.2021.115559
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,323.15,ethanol,CCO,0.158,3.1086696403809033,0.4925745718396427,Flutamide,13311-84-7,3397,Yes,10.1016/j.molliq.2021.115559
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,283.15,ethanol,CCO,5.936e-05,0.0010277702272212124,-2.9881039672509813,Evodiamine,518-17-2,442088,No,10.1016/j.molliq.2021.115658
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,288.15,ethanol,CCO,7.312e-05,0.001259205489936699,-2.899903391525658,Evodiamine,518-17-2,442088,No,10.1016/j.molliq.2021.115658
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,293.15,ethanol,CCO,8.949e-05,0.0015338547210830493,-2.81421577260336,Evodiamine,518-17-2,442088,No,10.1016/j.molliq.2021.115658
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,298.15,ethanol,CCO,0.0001096,0.0018687743112502213,-2.7284431444729575,Evodiamine,518-17-2,442088,No,10.1016/j.molliq.2021.115658
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,303.15,ethanol,CCO,0.0001318,0.0022343916080107057,-2.650840708439117,Evodiamine,518-17-2,442088,No,10.1016/j.molliq.2021.115658
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,308.15,ethanol,CCO,0.00015690000000000002,0.0026446477264911753,-2.577632168857491,Evodiamine,518-17-2,442088,No,10.1016/j.molliq.2021.115658
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,313.15,ethanol,CCO,0.0001864,0.0031248496943378982,-2.5051708674365583,Evodiamine,518-17-2,442088,No,10.1016/j.molliq.2021.115658
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,318.15,ethanol,CCO,0.0002219,0.003698351216132949,-2.431991848183429,Evodiamine,518-17-2,442088,No,10.1016/j.molliq.2021.115658
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,323.15,ethanol,CCO,0.00026260000000000004,0.004351493697491223,-2.3613616411538954,Evodiamine,518-17-2,442088,No,10.1016/j.molliq.2021.115658
O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,278.15,ethanol,CCO,0.0005216,0.009092274051585155,-2.0413274826151833,Uridine,58-96-8,6029,No,10.1016/j.molliq.2021.115663
O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,283.15,ethanol,CCO,0.0006416,0.011115255449000943,-1.9540805519648372,Uridine,58-96-8,6029,No,10.1016/j.molliq.2021.115663
O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,288.15,ethanol,CCO,0.0007657,0.013195321700327403,-1.8795800172685686,Uridine,58-96-8,6029,No,10.1016/j.molliq.2021.115663
O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,293.15,ethanol,CCO,0.0009037,0.015502001843952094,-1.8096122157880645,Uridine,58-96-8,6029,No,10.1016/j.molliq.2021.115663
O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,298.15,ethanol,CCO,0.001086,0.01853533439170851,-1.7319995745567909,Uridine,58-96-8,6029,No,10.1016/j.molliq.2021.115663
O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,303.15,ethanol,CCO,0.0012850000000000001,0.021809624707869867,-1.6613518075392972,Uridine,58-96-8,6029,No,10.1016/j.molliq.2021.115663
O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,308.15,ethanol,CCO,0.001552,0.02619648407215189,-1.5817569930515263,Uridine,58-96-8,6029,No,10.1016/j.molliq.2021.115663
O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,313.15,ethanol,CCO,0.0018490000000000002,0.0310486648511282,-1.507957070535859,Uridine,58-96-8,6029,No,10.1016/j.molliq.2021.115663
O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,318.15,ethanol,CCO,0.0022040000000000002,0.03680648127112891,-1.4340756994665789,Uridine,58-96-8,6029,No,10.1016/j.molliq.2021.115663
O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,323.15,ethanol,CCO,0.0026079999999999996,0.043318287863224995,-1.3633287170108939,Uridine,58-96-8,6029,No,10.1016/j.molliq.2021.115663
COc1ccc(C(=O)O)cc1,273.15,ethanol,CCO,0.00549,0.09670061438967226,-1.014570766607828,4-methoxybenzoic acid,100-09-4,7478,No,10.1016/j.molliq.2021.115669
COc1ccc(C(=O)O)cc1,278.15,ethanol,CCO,0.00653,0.11451615868145489,-0.9411332283366692,4-methoxybenzoic acid,100-09-4,7478,No,10.1016/j.molliq.2021.115669
COc1ccc(C(=O)O)cc1,283.15,ethanol,CCO,0.00757,0.13206032309747479,-0.8792276445211429,4-methoxybenzoic acid,100-09-4,7478,No,10.1016/j.molliq.2021.115669
COc1ccc(C(=O)O)cc1,288.15,ethanol,CCO,0.00887,0.15410675193470194,-0.8121783329639641,4-methoxybenzoic acid,100-09-4,7478,No,10.1016/j.molliq.2021.115669
COc1ccc(C(=O)O)cc1,293.15,ethanol,CCO,0.0101,0.1748641986926715,-0.7572990979071,4-methoxybenzoic acid,100-09-4,7478,No,10.1016/j.molliq.2021.115669
COc1ccc(C(=O)O)cc1,298.15,ethanol,CCO,0.011800000000000001,0.20358035054806717,-0.6912641421523953,4-methoxybenzoic acid,100-09-4,7478,No,10.1016/j.molliq.2021.115669
COc1ccc(C(=O)O)cc1,303.15,ethanol,CCO,0.0136,0.23370740989964325,-0.6313275176997287,4-methoxybenzoic acid,100-09-4,7478,No,10.1016/j.molliq.2021.115669
COc1ccc(C(=O)O)cc1,308.15,ethanol,CCO,0.016300000000000002,0.2792554607896157,-0.5539983255799137,4-methoxybenzoic acid,100-09-4,7478,No,10.1016/j.molliq.2021.115669
COc1ccc(C(=O)O)cc1,313.15,ethanol,CCO,0.0188,0.321146042269952,-0.49329742576232577,4-methoxybenzoic acid,100-09-4,7478,No,10.1016/j.molliq.2021.115669
COc1ccc(C(=O)O)cc1,318.15,ethanol,CCO,0.0221,0.37657570385353073,-0.42414770349812675,4-methoxybenzoic acid,100-09-4,7478,No,10.1016/j.molliq.2021.115669
COc1cc(/C=C/c2ccc(O)cc2)cc(OC)c1,298.2,ethanol,CCO,0.11299999999999999,2.171091376145307,0.3366781022755007,Pterostilbene,537-42-8,5281727,No,10.1016/j.molliq.2021.115700
COc1cc(/C=C/c2ccc(O)cc2)cc(OC)c1,303.2,ethanol,CCO,0.11699999999999999,2.2455608226915706,0.3513248227483599,Pterostilbene,537-42-8,5281727,No,10.1016/j.molliq.2021.115700
COc1cc(/C=C/c2ccc(O)cc2)cc(OC)c1,308.2,ethanol,CCO,0.124,2.3855033370601846,0.37758002842620053,Pterostilbene,537-42-8,5281727,No,10.1016/j.molliq.2021.115700
COc1cc(/C=C/c2ccc(O)cc2)cc(OC)c1,313.2,ethanol,CCO,0.129,2.481892890284542,0.3947830349539579,Pterostilbene,537-42-8,5281727,No,10.1016/j.molliq.2021.115700
COc1cc(/C=C/c2ccc(O)cc2)cc(OC)c1,318.2,ethanol,CCO,0.136,2.6228397989765853,0.41877176502985153,Pterostilbene,537-42-8,5281727,No,10.1016/j.molliq.2021.115700
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,283.15,ethanol,CCO,0.0057,0.09925074520198066,-1.0032662237498033,Clozapine,5786-21-0,135398737,Yes,10.1016/j.molliq.2021.115894
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,288.15,ethanol,CCO,0.005808,0.10059699608625644,-0.9974149874971961,Clozapine,5786-21-0,135398737,Yes,10.1016/j.molliq.2021.115894
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,293.15,ethanol,CCO,0.006436,0.1110173971123592,-0.95460895925052,Clozapine,5786-21-0,135398737,Yes,10.1016/j.molliq.2021.115894
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,298.15,ethanol,CCO,0.007018,0.12049546110575277,-0.9190293120422375,Clozapine,5786-21-0,135398737,Yes,10.1016/j.molliq.2021.115894
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,303.15,ethanol,CCO,0.007669,0.13099925220632377,-0.8827311834556413,Clozapine,5786-21-0,135398737,Yes,10.1016/j.molliq.2021.115894
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,308.15,ethanol,CCO,0.008372,0.14228436496308153,-0.8468428201076929,Clozapine,5786-21-0,135398737,Yes,10.1016/j.molliq.2021.115894
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,313.15,ethanol,CCO,0.008895,0.15042795441658813,-0.8226714501755359,Clozapine,5786-21-0,135398737,Yes,10.1016/j.molliq.2021.115894
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,318.15,ethanol,CCO,0.01033,0.17392595025377477,-0.7596356151725928,Clozapine,5786-21-0,135398737,Yes,10.1016/j.molliq.2021.115894
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,323.15,ethanol,CCO,0.01124,0.18832370893229836,-0.7250950012244658,Clozapine,5786-21-0,135398737,Yes,10.1016/j.molliq.2021.115894
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,328.15,ethanol,CCO,0.01283,0.21401231295535572,-0.6695612392922378,Clozapine,5786-21-0,135398737,Yes,10.1016/j.molliq.2021.115894
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,333.15,ethanol,CCO,0.01584,0.2635617375432543,-0.579117638008095,Clozapine,5786-21-0,135398737,Yes,10.1016/j.molliq.2021.115894
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,293.15,ethanol,CCO,0.0105,0.1818630009157233,-0.7402556469098661,Fluconazole,86386-73-4,3365,Yes,10.1016/j.molliq.2021.115987
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,298.15,ethanol,CCO,0.0123,0.21231406122962262,-0.6730212422343294,Fluconazole,86386-73-4,3365,Yes,10.1016/j.molliq.2021.115987
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,303.15,ethanol,CCO,0.013999999999999999,0.2406787560963872,-0.6185622417452441,Fluconazole,86386-73-4,3365,Yes,10.1016/j.molliq.2021.115987
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,308.15,ethanol,CCO,0.015700000000000002,0.2688121588339567,-0.5705510912913202,Fluconazole,86386-73-4,3365,Yes,10.1016/j.molliq.2021.115987
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,313.15,ethanol,CCO,0.0183,0.3124457080074712,-0.5052254367558117,Fluconazole,86386-73-4,3365,Yes,10.1016/j.molliq.2021.115987
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,318.15,ethanol,CCO,0.023,0.39227238977766715,-0.406412258755979,Fluconazole,86386-73-4,3365,Yes,10.1016/j.molliq.2021.115987
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,323.15,ethanol,CCO,0.0282,0.4807306252071734,-0.3180982100227568,Fluconazole,86386-73-4,3365,Yes,10.1016/j.molliq.2021.115987
O=c1[nH]cc(F)c(=O)[nH]1,293.15,ethanol,CCO,0.00246,0.042264490736643213,-1.3740243596611958,5-fluorouracil,51-21-8,3385,Yes,10.1016/j.molliq.2021.116038
O=c1[nH]cc(F)c(=O)[nH]1,298.15,ethanol,CCO,0.00277,0.04735688566482818,-1.3246168658935087,5-fluorouracil,51-21-8,3385,Yes,10.1016/j.molliq.2021.116038
O=c1[nH]cc(F)c(=O)[nH]1,303.15,ethanol,CCO,0.00307,0.05219877941558341,-1.2823396521562525,5-fluorouracil,51-21-8,3385,Yes,10.1016/j.molliq.2021.116038
O=c1[nH]cc(F)c(=O)[nH]1,308.15,ethanol,CCO,0.0034,0.05749562186573815,-1.2403652243876269,5-fluorouracil,51-21-8,3385,Yes,10.1016/j.molliq.2021.116038
O=c1[nH]cc(F)c(=O)[nH]1,313.15,ethanol,CCO,0.00382,0.06427288717900027,-1.191972190866868,5-fluorouracil,51-21-8,3385,Yes,10.1016/j.molliq.2021.116038
O=c1[nH]cc(F)c(=O)[nH]1,318.15,ethanol,CCO,0.00411,0.06876776651954877,-1.1626150807035958,5-fluorouracil,51-21-8,3385,Yes,10.1016/j.molliq.2021.116038
O=c1[nH]cc(F)c(=O)[nH]1,323.15,ethanol,CCO,0.00455,0.07572190338993864,-1.1207784778915764,5-fluorouracil,51-21-8,3385,Yes,10.1016/j.molliq.2021.116038
CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,293.2,ethanol,CCO,0.00275,0.04725655858711069,-1.3255379086250922,Ketoconazole,65277-42-1,456201,No,10.1016/j.molliq.2021.116060
CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,298.2,ethanol,CCO,0.0035800000000000003,0.06122994498441037,-1.213036130781117,Ketoconazole,65277-42-1,456201,No,10.1016/j.molliq.2021.116060
CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,303.2,ethanol,CCO,0.00434,0.07387174092772111,-1.131521665885018,Ketoconazole,65277-42-1,456201,No,10.1016/j.molliq.2021.116060
CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,308.2,ethanol,CCO,0.00561,0.09507548783769763,-1.0219314375211488,Ketoconazole,65277-42-1,456201,No,10.1016/j.molliq.2021.116060
CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,313.2,ethanol,CCO,0.00649,0.10946718085078791,-0.9607160663197433,Ketoconazole,65277-42-1,456201,No,10.1016/j.molliq.2021.116060
N#CCNC(=O)c1cnccc1C(F)(F)F,283.15,ethanol,CCO,0.004292000000000001,0.0746283907506424,-1.1270959231880087,Flonicamid,158062-67-0,9834513,No,10.1016/j.molliq.2021.116233
N#CCNC(=O)c1cnccc1C(F)(F)F,288.15,ethanol,CCO,0.0054600000000000004,0.09453639926375967,-1.0244009432818937,Flonicamid,158062-67-0,9834513,No,10.1016/j.molliq.2021.116233
N#CCNC(=O)c1cnccc1C(F)(F)F,293.15,ethanol,CCO,0.006865,0.11846855918479722,-0.9263968934033114,Flonicamid,158062-67-0,9834513,No,10.1016/j.molliq.2021.116233
N#CCNC(=O)c1cnccc1C(F)(F)F,298.15,ethanol,CCO,0.008561,0.14721674071605895,-0.8320428014984118,Flonicamid,158062-67-0,9834513,No,10.1016/j.molliq.2021.116233
N#CCNC(=O)c1cnccc1C(F)(F)F,303.15,ethanol,CCO,0.010669999999999999,0.1828141797957617,-0.7379901216863224,Flonicamid,158062-67-0,9834513,No,10.1016/j.molliq.2021.116233
N#CCNC(=O)c1cnccc1C(F)(F)F,308.15,ethanol,CCO,0.013269999999999999,0.22664666438074632,-0.6446506681856842,Flonicamid,158062-67-0,9834513,No,10.1016/j.molliq.2021.116233
N#CCNC(=O)c1cnccc1C(F)(F)F,313.15,ethanol,CCO,0.01633,0.2782524665396171,-0.5555609772186008,Flonicamid,158062-67-0,9834513,No,10.1016/j.molliq.2021.116233
N#CCNC(=O)c1cnccc1C(F)(F)F,318.15,ethanol,CCO,0.02015,0.34266513796377585,-0.4651300775371882,Flonicamid,158062-67-0,9834513,No,10.1016/j.molliq.2021.116233
N#CCNC(=O)c1cnccc1C(F)(F)F,323.15,ethanol,CCO,0.0246,0.4178129841904374,-0.3790180677672989,Flonicamid,158062-67-0,9834513,No,10.1016/j.molliq.2021.116233
